aa_page_id,page_namespace,page_title,rev_len,aa_user_id,aa_user_anon_token,aa_revision,aa_timestamp,aa_rating_wellsourced,aa_rating_neutral,aa_rating_complete,aa_rating_readable,aa_design_bucket,expertise_general,expertise_studies,expertise_profession,expertise_hobby,expertise_helpimprove_email,expertise_other
1181646,0,War_on_Drugs,66227,0,7f6c7e75a2ee64ec59642fc398afd9a047247da2,418908688,20110316192142,0,0,0,4,1,1,1,0,0,0,0
46227,0,Focus_on_the_Family,37945,0,615c29e9d97b76438c9b538ccf6a8dc7c7c4eabc,417635240,20110316192535,3,3,2,3,1,0,0,0,0,0,0
2802549,0,DREAM_Act,24743,0,a2f28801201a7602e5c60aa1ce6defd71ae5f0c2,419024422,20110316192723,1,1,1,1,1,0,0,0,0,0,0
23501895,0,IPhone_4,54542,1,7a63b46b7e4d5915396816171715fcc7eaea23a0,419058661,20110316192755,3,4,5,4,1,0,0,0,0,0,0
1291578,0,George_Washington's_Farewell_Address,30741,0,e92900fba1e4082b9647388b03bf9b48f5c8d92a,418821084,20110316193436,5,5,5,5,1,1,0,0,0,0,1
10960,0,Family_Educational_Rights_and_Privacy_Act,2300,0,dff303a762c74837a13320927ea83df46c84ff48,413338660,20110316194008,0,0,0,4,1,0,0,0,0,0,0
19283361,0,New_Deal,118981,0,0ce7cb95457a66a472c24fa251c2c7c2b9f006be,419137546,20110316195012,0,0,0,5,1,0,0,0,0,0,0
30209619,0,IPad_2,24136,0,35ab88da2ee957e2959ba5cec645c064c02f8d03,419161554,20110316195348,5,4,0,4,1,1,0,0,1,0,0
3434750,0,United_States,168340,0,6380a79e00669451b433766e364f5ef6123294a4,419092305,20110316195524,5,5,5,3,1,0,0,0,0,0,0
193786,0,Fourteen_Points,18942,0,61c2960e474b5c1e3b5563048f980db52ed7c8e2,419132262,20110316195921,5,5,5,5,1,1,1,1,1,0,1
48728,0,Social_Security_(United_States),127983,0,24737a26b205d50260b9cb0c77679fb0acac4441,419074312,20110316200022,4,5,5,5,1,0,0,0,0,0,0
88556,0,Truman_Doctrine,18807,0,069f4882fde659989830307ff68b76b7b7b1ac62,418894428,20110316200221,1,1,1,1,1,1,0,1,0,0,0
15982815,0,Egypt_–_United_States_relations,4717,0,d4f14a6f4db931fc2ecf656d8087e6eb89561ed6,418976709,20110316200940,2,5,4,1,1,1,0,0,1,0,1
372081,0,Pigovian_tax,10252,0,b0c60665aaf968a695d62e889e8f29eaecec2804,418977682,20110316200942,1,2,1,3,1,1,1,0,0,0,0
2166873,0,Campaign_finance_in_the_United_States,36110,0,d0ee32db239e3f7f6b479ddfe0c71b3e6521ee98,415804910,20110316201415,5,5,3,5,1,0,0,0,0,0,0
14599622,0,History_of_immigration_to_the_United_States,64196,0,5930058cfcf85984ae772f6cb91b7a933a8be5ef,417634709,20110316201435,5,5,5,5,1,1,1,1,1,0,1
27895148,0,2011_NBA_Playoffs,3222,0,289ad9170d4138eca43fe43c73685289d205d25d,418572110,20110316201814,0,0,0,0,1,1,1,1,1,0,1
865578,0,Hatch_Act_of_1939,18376,0,cdc743266c5e01e5d3e098c31ab1ed6880877fca,417917455,20110316202256,4,3,5,4,1,0,0,0,0,0,0
25970423,0,IPad,76660,0,0988d16bcfeb308bbd353c29bef83037866cffa9,419170791,20110316202627,5,5,5,5,1,1,0,0,0,0,0
27895148,0,2011_NBA_Playoffs,3222,0,f19eeae1d094a4dd82587eba55ab12c49d4f4a8f,418572110,20110316202730,3,3,3,3,1,0,0,0,0,0,0
5066494,0,Executive_budget,5500,1,e649a239899da9ce252b3799209eb428b0972a38,419178278,20110316202755,5,5,5,5,1,0,0,0,0,0,0
88568,0,Nixon_Doctrine,5178,0,3131013565ca4a1da6472407c9e4e7558f5ffa46,412708116,20110316202827,4,2,3,5,1,1,0,0,1,0,1
1291578,0,George_Washington's_Farewell_Address,30741,0,d8ffd58e435c7621ae8761ebb4f5323c78dd7d5d,418821084,20110316203102,4,4,4,4,1,0,0,0,0,0,0
13111157,0,IPod_Classic,26944,0,d58076b8e6ad55b371dc14435adadf054477e063,418050281,20110316203207,5,4,5,4,1,0,0,0,0,0,0
29073809,0,"Cheshire,_Connecticut,_home_invasion_murders",29157,0,c84ca424a160e4791b051df4fe6e1204037de704,418007374,20110316203427,0,0,0,5,1,0,0,0,0,0,0
307342,0,Civil_liberties_in_the_United_States,8348,0,51e5f5a7fbfdea56d6d22dceb44db6596980d5ed,416606542,20110316203442,4,4,2,3,1,0,0,0,0,0,0
30209619,0,IPad_2,28398,0,29219799a7d5754f7c9fc1dba2afc46d54aefdbd,419178181,20110316203726,4,3,5,3,1,0,0,0,0,0,0
23501895,0,IPhone_4,54542,0,3f6270fb154d69fde80e58c3b5bbe89c7f152b63,419058661,20110316203818,5,5,5,5,1,1,0,0,0,0,0
300237,0,Permanent_residence_(United_States),42546,0,9a4aa4a69a1e58afaa68bcc1c2163ec2ead42320,418535882,20110316204703,0,0,0,0,1,1,0,0,0,0,1
31741,0,Unemployment,84021,0,f8d828a6d4714e7780a3998927866091927d73d3,417950203,20110316204708,0,0,0,0,1,1,0,0,0,0,1
3434750,0,United_States,168358,0,c69a15bcc56a197847a2db1ae538890f1ef77571,418879193,20110316204845,5,3,5,5,1,0,0,0,0,0,0
7412236,0,Steve_Jobs,74280,0,ac4cee574f03169663b98180450338899d97068c,418548602,20110316205218,4,4,5,4,1,0,0,0,0,0,0
57070,0,United_States_Census_Bureau,18367,0,deea6dc84a53640fc4ed4a964d0d1c41d8349c8e,416399817,20110316205427,4,2,3,5,1,0,0,0,0,0,0
55974,0,Federal_Communications_Commission,63570,0,a57fbd1d56a8471ae82beeb966784f8e0843cd4d,419069053,20110316205749,0,0,0,0,1,1,0,0,0,0,0
55678,0,Interstate_Commerce_Commission,22369,0,4d3bc1f658208330a972777936382c42ac155cf2,409584016,20110316205857,0,0,0,0,1,0,0,0,0,0,0
3434750,0,United_States,168340,0,e1485f2896c6117f44d3f8a863bfc9fac76ba758,419092305,20110316210206,5,5,5,5,1,1,0,0,0,0,0
2365242,0,Partnership_for_a_Drug-Free_America,5788,0,87cf6c6a51db1e21564b70a7a23efd3f6ec0408f,418743523,20110316210404,4,3,3,3,1,0,0,0,0,0,0
8426122,0,Network_neutrality_in_the_United_States,58421,0,04f553d85119009c67b092021fe496326a710cc2,418704167,20110316210451,4,4,4,3,1,0,0,0,0,0,0
90664,0,Manifest_Destiny,53833,0,755803b4da586ed1da9aa993f1cffc22ac15b7c7,418912344,20110316210934,5,5,5,4,1,0,0,0,0,0,0
90664,0,Manifest_Destiny,53833,0,80e247d7219df9bc2b855046e8a0680c1eb84dc1,419011637,20110316210956,1,1,1,1,1,0,0,0,0,0,0
29073809,0,"Cheshire,_Connecticut,_home_invasion_murders",29157,0,b37650ac6e6e030f2e830cd16d1058e42266e8d3,418007374,20110316212041,0,0,0,0,1,1,0,1,0,0,0
1204588,0,Social_Security_Act_of_1965,8002,0,952ede516dedf823c63412075914c10c8fa0fe07,413892567,20110316212918,3,4,2,3,1,0,0,0,0,0,0
68493,0,Roe_v._Wade,66447,0,decdf3b4d349c65d6cdc7b087c8083f8ff11d91a,419173924,20110316213601,2,3,3,2,1,0,0,0,0,0,0
23501895,0,IPhone_4,54542,0,b3eb8c815f5356b04b5dd85552f1c01c0f373699,419058661,20110316214019,4,4,4,5,1,0,0,0,0,0,0
88568,0,Nixon_Doctrine,5178,0,cde0aeeafe9c376041b3519a9c297e5ff9249d00,412708116,20110316215741,3,1,1,1,1,0,0,0,0,0,0
29073809,0,"Cheshire,_Connecticut,_home_invasion_murders",29157,0,8ae181c79ceb6812c5b5c6d2a40caac69b4170ab,418007374,20110316215745,5,5,5,5,1,0,0,0,0,0,0
218232,0,ITunes_Store,83948,0,8deff995adf033c8b7ec5433d7207212bced0aca,419189989,20110316220317,4,4,5,5,1,0,0,0,0,0,0
30552,0,Taxation_in_the_United_States,46962,0,2ab197d2d168dcdd91b4963f9a240640bb808e5f,418829928,20110316220759,4,0,0,0,1,0,0,0,0,0,0
26224556,0,True_Grit_(2010_film),26538,0,01ead8bad065c7c06b654b11febb71eccf1b7eda,419007486,20110316220939,0,0,0,5,1,1,1,1,1,0,1
123427,0,Education_in_the_United_States,119876,0,cc9ebd104ea5e9a309504ec92ec109c4df76fe30,419069531,20110316221157,0,0,5,5,1,0,0,0,0,0,0
8316190,0,Monroe_Doctrine,28425,0,82908a0194849710f7adeddee7de70b9a89e91e3,419047181,20110316222215,1,1,1,1,1,1,1,1,1,0,1
20715,0,Marbury_v._Madison,33772,0,cff3138afbea296a9f658e31704337f20335e1da,419040859,20110316222648,0,0,0,0,1,0,0,0,0,0,0
31194926,0,Satellite_Broadcasting_and_Communications_Association_v._FCC,2040,1,e36b96e4edd299727205c2e798ef39225c60003c,419064373,20110316222831,2,2,1,2,1,0,0,0,0,0,0
513237,0,Bureau_of_Indian_Affairs,18835,0,a12b31808a72b8da78c0b79c2d6bcb50406c988a,418870486,20110316222931,5,5,5,4,1,1,1,0,1,0,1
7800201,0,Gun_violence_in_the_United_States,88901,0,b32e45055d9f7b1246f69fb36b221eea2195e891,416314608,20110316223033,5,5,5,5,1,0,0,0,0,0,0
5902,0,Capital_punishment,101242,0,218f78f47b63389dba75ecc18f8aa0ddca107c0a,418467565,20110316223930,5,5,5,5,1,1,1,0,0,0,0
10061101,0,Mandatory_spending,1518,0,7dd979529809ef21fccad3ae8da13aea3b9b6143,418977548,20110316223937,3,2,1,3,1,0,0,0,0,0,0
55769,0,Public_Works_Administration,10604,0,4e074f462d9c5b665bb51c2dab8ccd6bc0bd1500,419052563,20110316223937,5,4,3,0,1,0,0,0,0,0,0
27936,0,Spider-Man,81768,0,df76d6a8a337c8c793d880104a768b65d524c4ff,418918000,20110316224807,1,1,1,1,1,1,1,0,0,0,0
30209619,0,IPad_2,24149,0,fdea4fe3b64bacf6e6dee4ab4fad0a6bd9c5c0a8,419195532,20110316224910,5,5,2,5,1,0,0,0,0,0,0
13111239,0,IPod_Touch,36385,0,8e89ebb0c2e3357128271b48833e5989a4853f07,419058698,20110316225352,5,5,5,5,1,1,0,0,0,0,1
5902,0,Capital_punishment,101242,0,262e5efb117785fc494b0a1369b0213d7c235cc8,418467565,20110316225422,1,1,1,1,1,1,1,0,0,0,0
25970423,0,IPad,76660,1,70320fe0abd06390ff70936c93b9fab3629e2701,419170791,20110316225808,5,4,4,4,1,1,0,0,1,0,0
17859897,0,IPhone_3G,20949,0,eb297cb833102794017cd4f8227dde437991f4c8,419183613,20110316230425,5,0,0,0,1,0,0,0,0,0,0
21158533,0,American_Recovery_and_Reinvestment_Act_of_2009,73802,0,afb80477cc91de78454d93d2d815babc988590cf,418889547,20110316230610,4,5,5,4,1,1,1,0,0,0,0
58235,0,United_States_Department_of_Transportation,10351,1,083fd80e72548a551c4872fbf8a3001484ce39d9,418978426,20110316230840,5,1,4,4,1,0,0,0,0,0,0
58286,0,Native_American_gaming,23224,0,6c1c3f267d0b26623ffd17be568bbab24ebf10e3,419170584,20110316233042,2,4,2,2,1,0,0,0,0,0,0
23576552,0,83rd_Academy_Awards,50581,0,ae57981910c835022356b534d7b57def220c89b3,419172657,20110316233431,5,5,5,5,1,0,0,0,0,0,0
13111239,0,IPod_Touch,36385,0,47f7fefe910b7551667f0ad8b5ab758f5f8a9cac,419058698,20110316234317,4,4,2,4,1,0,0,0,0,0,0
3434750,0,United_States,168340,0,8956a86a9e3385c018bda65ac8f8518466181c69,419092305,20110316235108,5,5,5,4,1,1,0,1,0,0,0
300237,0,Permanent_residence_(United_States),42546,0,611e3cc7b5a4329d45edd03e8d55adc761caeea9,418535882,20110316235141,0,0,0,0,1,0,0,0,0,0,0
5630993,0,Public_policy_school,14305,0,e7b49138bc76ed0c9c03c8b8b059587a13d7df94,416960293,20110316235219,5,5,5,5,1,1,1,1,1,0,0
7412236,0,Steve_Jobs,74280,1,5c993ecc5959280b4b65a8647fca0607c7d1b251,418548602,20110316235238,2,1,1,2,1,1,0,0,0,0,1
3677824,0,MacBook_Pro,65096,0,23adce453beca681583105b252f6b5ef8256edbe,418877875,20110316235258,4,5,4,5,1,0,0,0,0,0,0
27179600,0,Chemical_weapon,23518,0,100a7a1468cd9c87661019660b326b3da3a1bf29,418707038,20110316235327,5,5,5,5,1,0,0,0,0,0,0
19283361,0,New_Deal,118981,0,d4363befd1d71b5e91ac7e625dbad16ec047c8c3,419177197,20110316235747,5,5,5,5,1,1,1,0,0,0,1
13111239,0,IPod_Touch,36385,0,dc808f5ec31b82e017a0e97901706cc5e159eacf,419058698,20110317000010,5,5,4,5,1,0,0,0,0,0,0
174607,0,Supply-side_economics,58117,0,f010104309325d21986e2b33231494f20f0619cf,418307137,20110317001017,2,1,4,4,1,1,0,0,1,0,0
299253,0,Congressional_Budget_and_Impoundment_Control_Act_of_1974,7935,0,b3de940f6b3cf914f00114bb5beb3c170a15d939,414516932,20110317001706,2,3,2,4,1,0,0,0,0,0,0
10392122,0,Free_Press_(organization),1846,0,2117a99cbc953467462e9d17b3f7504ffe150e70,419201189,20110317001743,3,1,1,5,1,0,0,0,0,0,0
856,0,Apple_Inc.,94241,0,f2a16c68cd3ebd5a3b3e51140bd2a661ec89abd4,418951349,20110317003800,0,0,0,0,1,0,0,0,0,0,0
27895148,0,2011_NBA_Playoffs,3222,0,b354c3801431d937964a5fc32f6c701d5c5a5521,418572110,20110317004140,3,3,4,5,1,0,0,0,0,0,0
27895148,0,2011_NBA_Playoffs,3222,0,83c2a00860ff6c484190c5b772777d8cd9f49cfc,418572110,20110317005327,5,5,5,5,1,1,0,0,1,0,0
874190,0,Drug_Abuse_Resistance_Education,41030,0,2a9e61c949b8d5f2b05f2f8fb6dcb4cd72a40cd1,417999964,20110317005437,1,1,1,4,1,0,0,0,0,0,0
25970423,0,IPad,76660,0,7a9a2bc39795d8c92660892847ed94322c268301,419170791,20110317005834,3,3,3,3,1,0,0,0,0,0,0
6539362,0,Sikhism_in_the_United_States,7920,0,ff9548fcbc83d72d33139f34dd5ea7784cbc85c6,418978022,20110317010610,0,0,0,0,1,1,0,0,0,0,0
25226624,0,Patient_Protection_and_Affordable_Care_Act,103086,0,78424c2ee34a1b55b216dc306e9d3586d5991d36,418578556,20110317010611,0,0,0,5,1,0,0,0,0,0,0
30209619,0,IPad_2,23749,0,9fa8782e0f26d63dfb9e07207133cb4d8556c8e4,419216399,20110317010927,4,3,5,5,1,0,0,0,0,0,0
13111157,0,IPod_Classic,26944,0,f97dd9e7a85b4f15f72d942872256fdbf0bacfb3,418050281,20110317011026,5,4,5,4,1,0,0,0,0,0,0
218363,0,United_States_Patent_and_Trademark_Office,34750,1,0792fe9289d29a75632bfea9d190c14c846c12e7,419150748,20110317011237,3,4,1,3,1,0,0,0,0,0,0
324,0,Academy_Award,64827,0,7737d2df598a976ee7b6a07d4306520cf804e8d9,419094709,20110317013049,4,4,4,4,1,0,0,0,0,0,0
55974,0,Federal_Communications_Commission,63570,0,49fd941f0bad2343a58b681ca3c8c29795e20ee1,419069053,20110317013511,5,5,3,3,1,0,0,0,0,0,0
8841749,0,IPhone,121306,0,440d326a6239ed6775621cb1efea5e60989b8928,419188171,20110317013550,0,0,0,0,1,0,0,0,0,0,0
27895148,0,2011_NBA_Playoffs,3222,0,e247a87f0f57d35a322825e9f62d634e8c7ffd4b,418572110,20110317013702,0,0,0,0,1,0,0,0,0,0,0
20648089,0,Digital_Millennium_Copyright_Act,37858,0,78cafd1e2f428dccd3c86be10813ea03d5730d49,418451217,20110317014257,4,3,3,5,1,1,0,0,1,0,0
7800201,0,Gun_violence_in_the_United_States,88901,0,e0cd007c6150fed4b2c31648f9f0835f34ac03dc,416314608,20110317014601,5,5,5,5,1,0,0,0,0,0,0
1058990,0,Economic_Opportunity_Act_of_1964,1213,0,ec8b2ec7fed2c6609563dd59cd6aaaecaad79a2b,385273406,20110317015903,3,4,1,2,1,0,0,0,0,0,0
188746,0,Civil_Rights_Act_of_1964,43895,0,3600a71d2a16e5b24b4992402e8495dba3bb76d1,419219255,20110317020002,2,4,4,4,1,0,0,0,0,0,0
300237,0,Permanent_residence_(United_States),42546,0,4341b40bd5e7b8c219bb7bc53e8d9a8f45dc1b72,418535882,20110317020158,0,0,0,0,1,0,0,0,0,0,0
13111239,0,IPod_Touch,36385,0,5c26e208daaf46d48dfda837d107f497a9096bbc,419058698,20110317020311,5,5,4,4,1,1,0,0,1,0,0
1338,0,Americans_with_Disabilities_Act_of_1990,36027,0,441997fb94074660b42e03c4e78ea1f8d6154bf8,415745413,20110317020444,2,2,1,3,1,0,0,0,0,0,0
30209619,0,IPad_2,23749,0,c1c8ef205afcdab7b4a1f463265b2a4b44fbf71a,419216399,20110317020539,2,1,1,1,1,0,0,0,0,0,0
7412236,0,Steve_Jobs,74280,0,54366ba230db4167ddc01242734cae8b1169beb3,418548602,20110317021142,0,0,0,0,1,0,0,0,0,0,0
31071500,0,FCC_v._AT&T_Inc.,3980,0,2e73fbd82454e4d58b8615518f4aaa292043818b,419023324,20110317021457,4,5,4,5,1,0,0,0,0,0,0
17450998,0,California_Proposition_8_(2008),84424,0,74300e80fbdb8ef8bc6cadc9c88a3c85f08d728d,416831825,20110317021935,5,4,5,5,1,1,1,0,0,0,0
468356,0,Pieces_of_April,8272,0,16d0287f73b85fd3a536bcce4e171e6406109049,409310893,20110317022444,5,5,4,4,1,0,0,0,0,0,0
3510770,0,LGBT_rights_in_the_United_States,48761,0,0ddf9dae713a4435947a818251b29425c7d980d5,418572593,20110317022924,0,0,0,5,1,0,0,0,0,0,0
19283361,0,New_Deal,118981,0,a38c25a0e81ead2af6840259f3703a9485ddbdaa,419177197,20110317023433,5,2,5,3,1,0,0,0,0,0,0
8976498,0,Economic_policy_of_the_George_W._Bush_administration,50303,0,559b8bcc0ed5590a896f478835c6511cfa15aa16,418367826,20110317024139,0,3,0,0,1,1,0,0,0,0,0
3434750,0,United_States,168340,0,926c12e41124f6cb338f701f842678c1ce4653ad,419092305,20110317024416,5,5,5,4,1,1,1,0,0,0,0
23501895,0,IPhone_4,54542,0,81161880c77e14d210dc05281dc05072a892f3ea,419058661,20110317025019,0,0,0,5,1,0,0,0,0,0,0
31644,0,United_States_Constitution,94538,0,f5209e9189bf7432d41a42b009c50a0b08af5296,418228494,20110317030514,5,4,4,5,1,0,0,0,0,0,0
11477230,0,Minimum_wage_in_the_United_States,14675,0,dda6787a275c7e50d52fc8561c6cab8c0f816633,417730858,20110317031732,3,4,3,5,1,0,0,0,0,0,0
3180351,0,Pell_Grant,9208,0,169bf7394be649a4b574435530da6db3a6498f9f,416392746,20110317031832,4,5,4,4,1,0,0,0,0,0,0
765,0,Abortion,91257,0,0b589e1903d7b7061c26796d0357d088a60919f9,417857197,20110317032338,0,0,0,5,1,0,0,0,0,0,0
6024570,0,Bandwidth_allocation,921,0,bbd670b9f4c3d4374d9acb1625e73e8e6528b749,419046842,20110317032714,5,5,1,0,1,0,0,0,0,0,0
23241092,0,List_of_iOS_devices,47527,0,8c0b1fe42da8037532995f2445f18c44e007165d,419185839,20110317033009,5,5,5,5,1,1,0,0,0,0,0
30209619,0,IPad_2,23749,0,76169e95229b8bfe740ddddd94055aed89e036f2,419216399,20110317033312,5,4,5,5,1,0,0,0,0,0,0
9119240,0,United_States_Bill_of_Rights,51317,0,ca2c20b40cfbdd8fdf3d3022ef29b5f6e302a05f,417584215,20110317033356,4,4,4,4,1,1,0,0,0,0,1
8841749,0,IPhone,121314,0,fd7bf3bc5739c1a05c0c35fc3593bf1ce914ce68,419232508,20110317034336,5,5,5,5,1,0,0,0,0,0,0
13111157,0,IPod_Classic,26944,0,2b356e8aeb75d6ecb27e29f78496014a2191fe2a,418050281,20110317034821,0,0,5,5,1,1,0,0,1,0,0
27895148,0,2011_NBA_Playoffs,3222,0,63c28e650cdbc0e1af00cd8eb135cf6a105910aa,418572110,20110317035119,5,5,5,5,1,0,0,0,0,0,0
324,0,Academy_Award,64827,0,0163425da05ca1e25e0ea6ebbe8be53554a56679,419094709,20110317035858,5,4,3,4,1,0,0,0,0,0,0
19607125,0,List_of_iPod_models,4236,0,cb3f376fbcb30ebf88b98a02c9d9edfd3f2a0397,411103769,20110317035906,5,5,4,5,1,0,0,0,0,0,0
23241092,0,List_of_iOS_devices,47527,0,7007b3d833058838c5a046fc0eaaf3950ad91eb4,419185839,20110317040137,4,5,4,3,1,1,0,0,1,0,0
193786,0,Fourteen_Points,18942,1,838086c89ac3cdb81ecff91ac35b242d59821e24,419132262,20110317040307,2,2,2,3,1,0,0,0,0,0,0
21492980,0,IMac,17270,0,248cd6f878da6ff009dd4b066019a195c0ac673f,417849930,20110317041901,5,5,5,5,1,0,0,0,0,0,0
512852,0,No_Child_Left_Behind_Act,58959,0,0eda00045611888fa2e659f58ae3d28906e31db7,418990376,20110317042447,5,5,5,5,1,1,0,0,0,0,1
47702,0,Torture,97372,0,fc6296eb49b6f57df0c39789234bf520b9220eab,419207606,20110317042735,0,0,5,2,1,0,0,0,0,0,0
299253,0,Congressional_Budget_and_Impoundment_Control_Act_of_1974,7935,0,b717231fae15a7bf98108373ca291165903c8ee4,414516932,20110317045634,4,4,3,5,1,0,0,0,0,0,0
3908528,0,Urban_Enterprise_Zone,9530,0,ba7dd955deced289336612418df575b1db05d5cc,417879686,20110317052000,5,4,2,4,1,0,0,0,0,0,0
30209619,0,IPad_2,23749,0,f8f6c79194d7975db02addd4b93cd89035818344,419216399,20110317052753,0,0,3,4,1,1,0,0,1,0,0
2263372,0,Joran_van_der_Sloot,92550,1,5a530b579067af69e12dde64eba46154465fc094,418676447,20110317053109,5,5,5,4,1,1,0,0,0,0,1
23576552,0,83rd_Academy_Awards,50581,0,6b9744422c70b81b2c64009273919ab77e90bea8,419172657,20110317053212,5,5,5,5,1,0,0,0,0,0,0
1483598,0,Magnuson–Stevens_Fishery_Conservation_and_Management_Act,15531,0,a6e67fd66569d665711dae9d50709b985840ae13,410213594,20110317055119,5,4,4,4,1,0,0,0,0,0,0
31644,0,United_States_Constitution,94538,0,ea09eabee4152cb86dde98ca12b11311b1d6945d,418228494,20110317061054,0,0,0,5,1,0,0,0,0,0,0
27179600,0,Chemical_weapon,23518,0,1f6488fe534205b6d829065b1cd113d1da6f72f1,418707038,20110317061206,5,4,4,5,1,0,0,0,0,0,0
140807,0,Yucca_Mountain_nuclear_waste_repository,45661,1,b2e1009539c57cbafac201fd60355f988c77d198,419067572,20110317063326,5,5,5,5,1,0,0,0,0,0,0
1271411,0,Federal_Bureau_of_Prisons,28510,0,89026995192a6c78e61d408da9f8f7f9821d649b,417698716,20110317064320,0,0,2,4,1,0,0,0,0,0,0
160793,0,Civil_service,18521,0,ba02c70929c636582c3d1d8fe999959533cf1078,417119376,20110317070246,0,3,0,0,1,1,0,0,0,0,0
23576552,0,83rd_Academy_Awards,50581,0,20a9d35566dd2a2aa98acc878ad4a61e4f35b4a5,419172657,20110317070426,0,0,0,0,1,1,1,0,0,0,0
27895148,0,2011_NBA_Playoffs,3287,0,f23fdc5d308531e9f5b02f9bbfa5383f9ca310c0,419247884,20110317071234,4,4,4,4,1,1,0,0,1,0,0
26224556,0,True_Grit_(2010_film),26538,0,c6ebee2bb7e2f7cf4a4db7ba556af940af6c400a,419007486,20110317072532,0,0,0,5,1,0,0,0,0,0,0
186266,0,ITunes,66521,0,a2dd303cecdabbf927ffd03dc3a2256cf2b1cb82,418788395,20110317073650,5,5,4,4,1,1,1,0,0,0,0
25970423,0,IPad,76663,0,2c45797842a29e86d22740daaf67fed392c3a07f,419222517,20110317074256,4,4,4,4,1,1,0,1,1,0,0
4766461,0,United_States_visas,42817,0,22f9ba818a958aa432246b2218678c0d043f162f,419021245,20110317075944,1,1,1,1,1,0,0,0,0,0,0
26224556,0,True_Grit_(2010_film),26538,0,3a43be0d1853c1bb3649df6fe7aa6534746251f2,419007486,20110317080122,5,0,0,5,1,0,0,0,0,0,0
387721,0,Foster_care,68585,0,eee4ed9a69294c4c88d55f6739e213dd1b8fc325,418877873,20110317080342,5,5,5,5,1,0,0,0,0,0,0
4627888,0,Dual_federalism,1455,0,b47a9e7751a415e667dc4655ebd61917f55fdcaf,388735511,20110317081032,5,4,3,4,1,1,1,0,1,0,1
7412236,0,Steve_Jobs,74280,0,3f02c2854add3d0e9494f89651982c44567e385e,418548602,20110317081105,0,0,0,0,1,0,0,0,0,0,0
3434750,0,United_States,168340,0,93022700b1b3091511143f60d23e3ddb9d141e7f,419092305,20110317082103,0,0,0,0,1,1,0,0,0,0,0
27895148,0,2011_NBA_Playoffs,3287,0,933c6a869312b0ec3c3c4c06e1d83194ac1ba4f7,419247884,20110317082328,5,0,0,0,1,0,0,0,0,0,0
23576552,0,83rd_Academy_Awards,50581,0,125a30f7855b14affeb5c83eece3afa3b6206e6b,419172657,20110317082827,5,5,5,4,1,0,0,0,0,0,0
90664,0,Manifest_Destiny,53833,0,ff43b0eb47880a462dd7f28db838a2a83f462c6d,419216778,20110317083149,1,5,4,5,1,0,0,0,0,0,0
140807,0,Yucca_Mountain_nuclear_waste_repository,45661,0,87858123a33cd98dbbca91daea971eea53e8aab4,419067572,20110317083940,3,3,2,2,1,1,0,1,0,0,0
3434750,0,United_States,168340,0,94bb6d4201b753a37db078ac295e77b4dd0a956c,419092305,20110317084830,0,0,0,0,1,1,0,0,0,0,1
3261508,0,Corporate_Equality_Index,7223,0,a9fe194088207450bdb08ea44e3f02db443aa177,418451992,20110317090542,5,5,5,5,1,1,0,0,1,0,0
3434750,0,United_States,168340,0,36f640c21d9bb7933b2b29c7465dd80422d3b209,419092305,20110317092653,0,0,4,0,1,0,0,0,0,0,0
13111157,0,IPod_Classic,26944,0,2b893adf00c9f9f4fd73ed6e27c0ae7995a65728,418050281,20110317092808,5,5,5,5,1,0,0,0,0,0,0
8841749,0,IPhone,121314,1,1ccf62eb675e4ce783a5da9425dead3f13e3a502,419232508,20110317093352,1,1,4,2,1,0,0,0,0,0,0
3434750,0,United_States,168340,0,2c2813a8edea928e8eb474a86a9b85ca9adaa07e,419092305,20110317093540,5,5,5,5,1,0,0,0,0,0,0
24827215,0,Appointment_and_confirmation_to_the_Supreme_Court_of_the_United_States,23729,0,fd0dc0dccb63456e5d38d77ed907645b292e1829,405514610,20110317095020,4,4,4,5,1,1,1,0,1,0,0
26224556,0,True_Grit_(2010_film),26538,0,cf28ec95ef37e872ea262ead7d5300d03ff000ae,419007486,20110317095320,5,5,5,5,1,0,0,0,0,0,0
27227307,0,Police_misconduct_in_the_United_States,8017,0,21eb9b331541f5ac8edfcf5c1ac313589e7f3d3b,415952134,20110317095649,3,4,3,2,1,0,0,0,0,0,0
2635169,0,IPod_Nano,34295,0,c1dd38950ee73e30f88cb78ff7f4f487c779c58b,418822279,20110317100220,0,0,0,0,1,1,0,1,0,0,0
8841749,0,IPhone,121314,0,25bc5657adbb48e1ac87efbfbe7e620d1716dee6,419232508,20110317100305,4,4,2,4,1,1,0,1,0,0,0
3677824,0,MacBook_Pro,65096,0,6c3675af8e3939011d325730d35696e1a6109c25,418877875,20110317100600,5,5,5,5,1,0,0,0,0,0,0
5278,0,Copyright,100043,0,292c07479bac2d5ee2dedc807242a2a6e380dcf5,419173559,20110317101246,0,0,0,0,1,0,0,0,0,0,0
123427,0,Education_in_the_United_States,119876,0,6e3f6188e25291aa69f4c69f42f25c4333a8fe28,419069531,20110317102645,5,5,5,5,1,0,0,0,0,0,0
46795,0,Mono_Lake,24151,0,1c058cb5316effed863663f69acb6434669283c6,419072282,20110317104553,4,4,5,5,1,1,0,0,1,0,0
3434750,0,United_States,168340,0,3e70b5cb88e6642163458379b41b33ccdb0db804,419092305,20110317110115,5,5,5,5,1,1,0,0,0,0,0
